chapter_name,link,qns,ans
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-18-order-2183,Which animal is the fifth animal from the left?,horse
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-18-order-2184,Which animal is the third animal from the right?,sheep
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-18-order-2185,Which animal is the fourth animal from the left?,cow
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-18-order-2186,Which bird is the third bird from the right?,rooster
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-18-order-2187,Which bird is the second bird from the left?,turkey
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-18-order-2188,Which fruit is the third fruit from the left?,pineapple
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-18-order-2189,Which item is the fifth item from the right?,cauliflower
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-18-order-2190,What is the colour of the circle that is sixth from the left?,pink
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-18-order-2191,What is the colour of the third circle from the right?,red
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-18-order-2192,What is the colour of the eighth circle from the left?  ,blue
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-19-learn-to-write-numbers-in-words-2193,Type the number three in the space below.,3
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-19-learn-to-write-numbers-in-words-2194,Type the number six in the space below.,6
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-19-learn-to-write-numbers-in-words-2195,Type the number 5 as a word in the space below.,five
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-19-learn-to-write-numbers-in-words-2196,Type the number 9 as a word in the space below.,nine
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-19-learn-to-write-numbers-in-words-2197,Type the number 18 as a word in the space below.,eighteen
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-19-learn-to-write-numbers-in-words-2198,Type the number twelve in the space below.,12
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-19-learn-to-write-numbers-in-words-2199,Type the number 19 as a word in the space below.,nineteen
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-19-learn-to-write-numbers-in-words-2200,Type the number twenty in the space below.,20
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-19-learn-to-write-numbers-in-words-2201,Type the number seventeen in the space below.,17
Counting and number patterns,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-1-counting-and-number-patterns-exercise-19-learn-to-write-numbers-in-words-2202,Type the number 11 as a word in the space below.,eleven
Place values,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-2-place-values-exercise-1-interprete-place-value-models-to-understand-tens-and-ones-2206,Which image has 6 cupcakes?,C
Place values,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-2-place-values-exercise-1-interprete-place-value-models-to-understand-tens-and-ones-2207,Which image shows 10 apples?,A
Place values,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-2-place-values-exercise-1-interprete-place-value-models-to-understand-tens-and-ones-2208,How many apples are there?,74
Place values,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-2-place-values-exercise-1-interprete-place-value-models-to-understand-tens-and-ones-2209,Which image shows 60 birds?,A
Place values,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-2-place-values-exercise-1-interprete-place-value-models-to-understand-tens-and-ones-2210,Which image shows 80 circles?,A
Place values,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-2-place-values-exercise-1-interprete-place-value-models-to-understand-tens-and-ones-2211,How many circles are there?,93
Place values,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-2-place-values-exercise-1-interprete-place-value-models-to-understand-tens-and-ones-2212,How many stars are there?,74
Place values,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-2-place-values-exercise-1-interprete-place-value-models-to-understand-tens-and-ones-2213,Which image has 60 circles?,C
Place values,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-2-place-values-exercise-1-interprete-place-value-models-to-understand-tens-and-ones-2214,How many circles are there?,98
Place values,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-2-place-values-exercise-1-interprete-place-value-models-to-understand-tens-and-ones-2215,How many cats are there shown here?,B
Place values,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-2-place-values-exercise-2-interprete-place-value-models-up-to-hundreds-2220,Which image has 93 circles?,B
Place values,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-2-place-values-exercise-2-interprete-place-value-models-up-to-hundreds-2221,Which image has 44 circles?,A
Place values,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-2-place-values-exercise-2-interprete-place-value-models-up-to-hundreds-2223,Which image has 43 cirlces?,C
Place values,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-2-place-values-exercise-2-interprete-place-value-models-up-to-hundreds-2224,Which image shows 82 circles?,C
Place values,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-2-place-values-exercise-3-learn-to-break-a-number-up-into-tens-and-ones-2328,"Fill in the missing number. 25 = ____ tens + ____ ones  Notes to students:If X is the answer to the first blank and Y is the answer to the second blank, type in your answers as X,Y without leaving spaces in between.","2,5"
Place values,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-2-place-values-exercise-3-learn-to-break-a-number-up-into-tens-and-ones-2329,"Fill in the missing number. 23 = ____ tens + ____ ones  Notes to students: If X is the answer to the first blank and Y is the answer to the second blank, type in your answers as X,Y without leaving spaces in between.","2,3"
Place values,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-2-place-values-exercise-3-learn-to-break-a-number-up-into-tens-and-ones-2330,"Fill in the missing numbers. 29 = ____ tens +____ ones  Notes to students:If X is the answer to the first blank and Y is the answer to the second blank, type in your answers as X,Y without leaving spaces in between.","2,9"
Place values,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-2-place-values-exercise-3-learn-to-break-a-number-up-into-tens-and-ones-2331,"Fill in the missing numbers. 9 = ____ tens + ____ ones  Notes to students:If X is the answer to the first blank and Y is the answer to the second blank, type in your answers as X,Y without leaving spaces in between.","0,9"
Place values,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-2-place-values-exercise-3-learn-to-break-a-number-up-into-tens-and-ones-2332,"Fill in the missing numbers. 34 = ____ tens + ____ ones  Notes to students: If X is the answer to the first blank and Y is the answer to the second blank, type in your answers as X,Y without leaving spaces in between.","3,4"
Place values,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-2-place-values-exercise-3-learn-to-break-a-number-up-into-tens-and-ones-2333,"Fill in the missing numbers. 45 = ____tens + ____ones  Notes to students:If X is the answer to the first blank and Y is the answer to the second blank, type in your answers as X,Y without leaving spaces in between.","4,5"
Place values,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-2-place-values-exercise-3-learn-to-break-a-number-up-into-tens-and-ones-2334,"Fill in the missing number. 78 = ____ tens + ____ ones  Notes to students: If X is the answer to the first blank and Y is the answer to the second blank, type in your answers as X,Y without leaving spaces in between.","7,8"
Place values,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-2-place-values-exercise-3-learn-to-break-a-number-up-into-tens-and-ones-2335,"Fill in the missing  blanks. 53 = ____ tens + ____ ones  Notes to students:If X is the answer to the first blank and Y is the answer to the second blank, type in your answers as X,Y without leaving spaces in between.","5,3"
Place values,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-2-place-values-exercise-3-learn-to-break-a-number-up-into-tens-and-ones-2336,"Fill in the missing numbers. 67 = ____ tens + ____ ones Notes to students:If X is the answer to the first blank and Y is the answer to the second blank, type in your answers as X,Y without leaving spaces in between.","6,7"
Place values,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-2-place-values-exercise-3-learn-to-break-a-number-up-into-tens-and-ones-2337,"Fill in the missing numbers. 38 = ____ tens +____ones Notes to students:If X is the answer to the first blank and Y is the answer to the second blank, type in your answers as X,Y without leaving spaces in between.","3,8"
Place values,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-2-place-values-exercise-4-learn-to-break-a-number-up-into-hundreds-tens-and-ones-2338,"Fill in the missing numbers. 55 = ____ tens + ____ ones Notes to students:If X is the answer to the first blank and Y is the answer to the second blank, type in your answers as X,Y without leaving spaces in between.","5,5"
Place values,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-2-place-values-exercise-4-learn-to-break-a-number-up-into-hundreds-tens-and-ones-2339,"Fill in the missing numbers. 62 = ____ tens + ____ones Notes to students:If X is the answer to the first blank and Y is the answer to the second blank, type in your answers as X,Y without leaving spaces in between.","6,2"
Place values,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-2-place-values-exercise-4-learn-to-break-a-number-up-into-hundreds-tens-and-ones-2340,"Fill in the missing numbers. 88 = ____ tens + ____ ones Notes to students:If X is the answer to the first blank and Y is the answer to the second blank, type in your answers as X,Y without leaving spaces in between.","8,8"
Place values,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-2-place-values-exercise-4-learn-to-break-a-number-up-into-hundreds-tens-and-ones-2341,"Fill in the missing numbers. 53 = ____ tens + ____ ones Notes to students:If X is the answer to the first blank and Y is the answer to the second blank, type in your answers as X,Y without leaving spaces in between.","5,3"
Place values,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-2-place-values-exercise-4-learn-to-break-a-number-up-into-hundreds-tens-and-ones-2342,"Fill in the missing numbers. 64 =  ____ tens + ____ ones Notes to students:If X is the answer to the first blank and Y is the answer to the second blank, type in your answers as X,Y without leaving spaces in between.","6,4"
Place values,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-2-place-values-exercise-4-learn-to-break-a-number-up-into-hundreds-tens-and-ones-2343,"Fill in the missing numbers. 66 = ____ tens + ____ ones Notes to students:If X is the answer to the first blank and Y is the answer to the second blank, type in your answers as X,Y without leaving spaces in between.","6,6"
Place values,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-2-place-values-exercise-4-learn-to-break-a-number-up-into-hundreds-tens-and-ones-2344,"Fill in the blanks. 78 = ____ tens + ____ ones Notes to students:If X is the answer to the first blank and Y is the answer to the second blank, type in your answers as X,Y without leaving spaces in between.","7,8"
Place values,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-2-place-values-exercise-4-learn-to-break-a-number-up-into-hundreds-tens-and-ones-2345,"Fill in the missing numbers. 87 = ____ tens + _____ ones Notes to students:If X is the answer to the first blank and Y is the answer to the second blank, type in your answers as X,Y without leaving spaces in between.","8,7"
Place values,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-2-place-values-exercise-4-learn-to-break-a-number-up-into-hundreds-tens-and-ones-2346,"Fill in the missing numbers. 92 = ____ tens + ____ ones Notes to students:If X is the answer to the first blank and Y is the answer to the second blank, type in your answers as X,Y without leaving spaces in between.","9,2"
Place values,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-2-place-values-exercise-4-learn-to-break-a-number-up-into-hundreds-tens-and-ones-2347,"Fill in the missing numbers. 99 = ____ tens + ____ ones Notes to students:If X is the answer to the first blank and Y is the answer to the second blank, type in your answers as X,Y without leaving spaces in between.","9,9"
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-1-learn-to-add-with-pictures-addition-within-10-2203,Add to find the total number of objects in both images.,4
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-1-learn-to-add-with-pictures-addition-within-10-2227,Add to find the total number of objects in both images.,5
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-1-learn-to-add-with-pictures-addition-within-10-2228,Add to find the total number of objects in both images.,10
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-1-learn-to-add-with-pictures-addition-within-10-2229,Add to find the total number of objects in both images.,8
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-1-learn-to-add-with-pictures-addition-within-10-2230,Add to find the total number of objects in both images.,4
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-1-learn-to-add-with-pictures-addition-within-10-2231,Add to find the total number of objects in both images.,6
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-1-learn-to-add-with-pictures-addition-within-10-2232,Add to find the total number of objects in both images.,8
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-1-learn-to-add-with-pictures-addition-within-10-2233,Add to find the total number of objects in both images.,9
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-1-learn-to-add-with-pictures-addition-within-10-2234,Add to find the total number of objects in both images.,7
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-1-learn-to-add-with-pictures-addition-within-10-2235,Add to find the total number of objects in both images.,9
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-2-use-addition-sentences-addition-within-10-2236,4 + 2 = 6  Which image explains the mathematical sentence shown here? ,C
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-2-use-addition-sentences-addition-within-10-2237,Add to find the total number of objects in both images.,9
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-2-use-addition-sentences-addition-within-10-2240,3 + 2 = 5 Which image explains the mathematical sentence shown here?,A
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-2-use-addition-sentences-addition-within-10-2241,5 + 3 = 8 Which image explains the mathematical sentence shown here?,A
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-2-use-addition-sentences-addition-within-10-2242,5 + 2 = 7 Which image explains the mathematical sentence shown here?,C
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-2-use-addition-sentences-addition-within-10-2243,2 + 2 = 4 Which image explains the mathematical sentence shown here?,B
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-2-use-addition-sentences-addition-within-10-2244,1 + 1 = 2 Which image explains the mathematical sentence shown here?,A
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-2-use-addition-sentences-addition-within-10-2245,2 + 1 = 3 Which image explains the mathematical sentence shown here?,C
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-2-use-addition-sentences-addition-within-10-2246,6 + 2 = 8 Which image explains the mathematical sentence shown here?,C
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-2-use-addition-sentences-addition-within-10-2247,3 + 3 = 6 Which image explains the mathematical sentence shown here?,B
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-3-word-problems-addition-within-10-2249,Jerry ate 2 green apples and 1 red apple. How many apples did he eat in total?,D
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-3-word-problems-addition-within-10-2250,Jane invited her friends for lunch. 4 boys and 2 girls came. How many people were present for lunch? ,C
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-3-word-problems-addition-within-10-2251,Tom had 2 blue pens and 6 black pens. How many pens did Tom have in total?,D
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-3-word-problems-addition-within-10-2252,There are two ponds in a garden. Both ponds had 4 fish each. How many fish are there in total in both ponds?,A
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-3-word-problems-addition-within-10-2253,John has 2 marbles. His uncle gave him another 3 marbles. How many marbles does John have now?,B
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-3-word-problems-addition-within-10-2255,Brad sold 2 pencils and 4 pens. How many items did he sell?,C
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-3-word-problems-addition-within-10-2256,Alex went shopping. He bought 1 shirt and 3 hats. How many items did he buy?,D
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-3-word-problems-addition-within-10-2257,Sam has 3 red balls and 5 blue balls. How many balls does Sam have?,D
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-3-word-problems-addition-within-10-2258,"Andrew has a box of candies. Inside, there are 2 red and 6 blue candies. How many candies are there in the box?",D
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-3-word-problems-addition-within-10-2260,"One afternoon, John and Terry went fishing. John caught 6 fish and Terry caught 4 fish. How many fish did they catch altogether?",D
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-4-word-problems-write-the-addition-sentence-2263,"Last week, John caught 5 butterfiles. His younger brother Tim also tried to catch butterflies but failed. How many butterflies did Tim catch?",C
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-4-word-problems-write-the-addition-sentence-2264,Team A and Team B played a football match. Team A scored 3 goals and Team B scored 2 goals. How many goals were scored?,D
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-4-word-problems-write-the-addition-sentence-2265,There are 4 apples in a basket. 2 more were added. How many apples are there in the basket now?,B
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-4-word-problems-write-the-addition-sentence-2266,Tom has a packet of sweets. He gave all the sweets to Kelly and Mary. Kelly received 4 sweets and Mary received 6 sweets. How many sweets were there in the packet at first?,C
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-4-word-problems-write-the-addition-sentence-2267,"Rodney had two boxes, box A and box B. Box A contained 3 eggs and box B contained 5 eggs. How many eggs are there altogether in both boxes?",C
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-5-find-ways-to-make-a-number-using-addition-2268,Choose the option that adds up to 1.,D
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-5-find-ways-to-make-a-number-using-addition-2269,Choose the option that adds up to 3.,B
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-5-find-ways-to-make-a-number-using-addition-2270,Choose the option that adds up to 5.,B
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-5-find-ways-to-make-a-number-using-addition-2271,Choose the option that adds up to 2.,A
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-5-find-ways-to-make-a-number-using-addition-2272,Choose the option that adds up to 4.,A
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-5-find-ways-to-make-a-number-using-addition-2273,Choose the option that adds up to 7.,B
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-5-find-ways-to-make-a-number-using-addition-2274,Choose the option that adds up to 6.,B
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-5-find-ways-to-make-a-number-using-addition-2275,Choose the option that adds up to 9.,B
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-5-find-ways-to-make-a-number-using-addition-2276,Choose the option that adds up to 8.,A
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-5-find-ways-to-make-a-number-using-addition-2277,Choose the option that adds up to 10.,C
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-6-find-ways-to-make-a-number-addition-sentences-2281,Fill in the blank. ___ + 2 = 2,0
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-6-find-ways-to-make-a-number-addition-sentences-2282,Fill in the blank. 1 + ____ = 4,3
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-6-find-ways-to-make-a-number-addition-sentences-2283,Fill in the blank. 2 + ____ = 6,4
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-6-find-ways-to-make-a-number-addition-sentences-2284,Fill in the blank. 4 + ____ = 5,1
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-6-find-ways-to-make-a-number-addition-sentences-2285,Fill in the blank. 3 + ___ = 7,4
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-6-find-ways-to-make-a-number-addition-sentences-2287,Fill in the blank. ___ + 6 = 7,1
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-6-find-ways-to-make-a-number-addition-sentences-2288,Fill in the blank. ___ + 3 = 8,5
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-6-find-ways-to-make-a-number-addition-sentences-2289,Fill in the blank. ___ + 6 = 9,3
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-6-find-ways-to-make-a-number-addition-sentences-2290,Fill in the blank. ___ + 5 = 9,4
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-6-find-ways-to-make-a-number-addition-sentences-2291,Fill in the blank. ___ + 3 = 10,7
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-7-learn-to-add-zero-to-a-numbers-2372,6 + 0 = ___,6
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-7-learn-to-add-zero-to-a-numbers-2369,7 + 0 = ___,7
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-7-learn-to-add-zero-to-a-numbers-2370,0 + 8 = ___,8
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-7-learn-to-add-zero-to-a-numbers-2362,3 + 0 = _____,3
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-7-learn-to-add-zero-to-a-numbers-2363,1 + 0 = ____,1
Addition,https://www.singaporemathguru.com/question/primary-1-math-drills-math-worksheets-math-exam-papers-math-practice-chapter-3-addition-exercise-7-learn-to-add-zero-to-a-numbers-2364,2 + 0 = ____,2
